min	max	mean	var	std
409.23112097156485	9995.368355628681	2047.4496654788798	2005605.6259811453	1416.1940636724705
409.23112097156485	9995.368355628681	2047.4496654788798	2005605.6259811453	1416.1940636724705
409.23112097156485	9995.368355628681	2047.4496654788798	2005605.6259811453	1416.1940636724705
409.23112097156485	9995.368355628681	2047.4496654788798	2005605.6259811453	1416.1940636724705
409.23112097156485	9995.368355628681	2047.4496654788798	2005605.6259811453	1416.1940636724705
409.23112097156485	9995.368355628681	2047.4496654788798	2005605.6259811453	1416.1940636724705
410.0146459502941	10214.780032279044	2054.6953704539605	2268464.366843119	1506.1422133527494
410.0146459502941	10214.780032279044	2054.6953704539605	2268464.366843119	1506.1422133527494
410.0146459502941	10214.780032279044	2054.6953704539605	2268464.366843119	1506.1422133527494
410.0146459502941	10214.780032279044	2054.6953704539605	2268464.366843119	1506.1422133527494
410.0146459502941	10214.780032279044	2054.6953704539605	2268464.366843119	1506.1422133527494
410.0146459502941	10214.780032279044	2054.6953704539605	2268464.366843119	1506.1422133527494
410.0146459502941	10214.780032279044	2054.6953704539605	2268464.366843119	1506.1422133527494
410.0146459502941	10214.780032279044	2054.6953704539605	2268464.366843119	1506.1422133527494
410.0146459502941	10214.780032279044	2054.6953704539605	2268464.366843119	1506.1422133527494
410.0146459502941	10214.780032279044	2054.6953704539605	2268464.366843119	1506.1422133527494
410.0146459502941	10214.780032279044	2054.6953704539605	2268464.366843119	1506.1422133527494
410.0146459502941	10214.780032279044	2054.6953704539605	2268464.366843119	1506.1422133527494
407.1226615303611	7691.651383893789	1950.3137403062149	1933883.9062831935	1390.6415448573343
407.1226615303611	7691.651383893789	1950.3137403062149	1933883.9062831935	1390.6415448573343
407.1226615303611	7691.651383893789	1950.3137403062149	1933883.9062831935	1390.6415448573343
407.1226615303611	7691.651383893789	1950.3137403062149	1933883.9062831935	1390.6415448573343
407.1226615303611	7691.651383893789	1950.3137403062149	1933883.9062831935	1390.6415448573343
407.1226615303611	7691.651383893789	1950.3137403062149	1933883.9062831935	1390.6415448573343
407.1226615303611	7691.651383893789	1950.3137403062149	1933883.9062831935	1390.6415448573343
407.1226615303611	7691.651383893789	1950.3137403062149	1933883.9062831935	1390.6415448573343
407.1226615303611	7691.651383893789	1950.3137403062149	1933883.9062831935	1390.6415448573343
407.1226615303611	7691.651383893789	1950.3137403062149	1933883.9062831935	1390.6415448573343
407.1226615303611	7691.651383893789	1950.3137403062149	1933883.9062831935	1390.6415448573343
407.1226615303611	7691.651383893789	1950.3137403062149	1933883.9062831935	1390.6415448573343
407.1226615303611	7691.651383893789	1950.3137403062149	1933883.9062831935	1390.6415448573343
407.1226615303611	7691.651383893789	1950.3137403062149	1933883.9062831935	1390.6415448573343
407.1226615303611	7691.651383893789	1950.3137403062149	1933883.9062831935	1390.6415448573343
407.1226615303611	7691.651383893789	1950.3137403062149	1933883.9062831935	1390.6415448573343
407.1226615303611	7691.651383893789	1950.3137403062149	1933883.9062831935	1390.6415448573343
407.1226615303611	7691.651383893789	1950.3137403062149	1933883.9062831935	1390.6415448573343
407.1226615303611	7691.651383893789	1950.3137403062149	1933883.9062831935	1390.6415448573343
407.1226615303611	7691.651383893789	1950.3137403062149	1933883.9062831935	1390.6415448573343
407.1226615303611	7691.651383893789	1950.3137403062149	1933883.9062831935	1390.6415448573343
407.1226615303611	7691.651383893789	1950.3137403062149	1933883.9062831935	1390.6415448573343
407.1226615303611	7691.651383893789	1950.3137403062149	1933883.9062831935	1390.6415448573343
407.1226615303611	7691.651383893789	1950.3137403062149	1933883.9062831935	1390.6415448573343
407.1226615303611	7691.651383893789	1950.3137403062149	1933883.9062831935	1390.6415448573343
407.1226615303611	7691.651383893789	1950.3137403062149	1933883.9062831935	1390.6415448573343
407.1226615303611	7691.651383893789	1950.3137403062149	1933883.9062831935	1390.6415448573343
407.1226615303611	7691.651383893789	1950.3137403062149	1933883.9062831935	1390.6415448573343
407.1226615303611	7691.651383893789	1950.3137403062149	1933883.9062831935	1390.6415448573343
407.1226615303611	7691.651383893789	1950.3137403062149	1933883.9062831935	1390.6415448573343
407.1226615303611	7691.651383893789	1950.3137403062149	1933883.9062831935	1390.6415448573343
407.1226615303611	7691.651383893789	1950.3137403062149	1933883.9062831935	1390.6415448573343
407.1226615303611	7691.651383893789	1950.3137403062149	1933883.9062831935	1390.6415448573343
407.1226615303611	7691.651383893789	1950.3137403062149	1933883.9062831935	1390.6415448573343
407.1226615303611	7691.651383893789	1950.3137403062149	1933883.9062831935	1390.6415448573343
